Country,GDP,info
Aruba,11638.73,na
Africa Eastern and Southern,821.82,na
Afghanistan,,na
Africa Western and Central,589.17,na
Angola,949.92,na
Albania,617.23,na
Andorra,19208.68,na
Arab World,2882.53,na
United Arab Emirates,26682.85,na
Argentina,4330.97,"Fernardo Ariel Broner,16,139,Bronze medal;Luis Victor Dieulefait,14,171,Honourable mention;Ariel David Landau,13,184,nan;Pablo Ariel Milrud,12,201,Honourable mention;Roberto Marcello Coutelier,7,266,nan;Pablo Sebastian Armas,5,280,nan"
Armenia,634.57,na
American Samoa,,na
Antigua and Barbuda,7255.41,na
Australia,18248.94,"Timothy Adam,26,50,Silver medal;Brian Weatherson,23,71,Silver medal;Angelo Di Pasquale,20,96,Bronze medal;Joseph Lau,18,116,Bronze medal;Elisabeth le Strange,18,116,Bronze medal;Dominic Yip,16,139,Bronze medal"
Austria,21680.99,"Christoph Zechner,29,37,Silver medal;Matthias Langer,22,80,Bronze medal;Bernhard Klinger,20,96,Bronze medal;Peter Haindl,18,116,Bronze medal;Gerald Scheinmayr,17,131,Bronze medal;Christoph Stroh,15,156,Honourable mention"
Azerbaijan,1238.27,na
Burundi,206.44,na
Belgium,20600.38,na
Benin,381.81,na
Burkina Faso,339.63,na
Bangladesh,294.9,na
Bulgaria,2366.53,"T. Asparuhov,38,11,Gold medal;Petev Dimov,29,37,Silver medal;Plamen Koev,23,71,Silver medal;Georgi Shivkov Nedev,23,71,Silver medal;Emanuil Todorov,23,71,Silver medal;Stoykov Kostov,16,139,Bronze medal"
Bahrain,8174.8,"Jamal A. Abdulla,14,171,nan;Fadhel M. Al-Mawlani,14,171,Honourable mention;Nazar Mohamed H. Kamaluddin,13,184,nan;Nadhem A. Abdulla Hassan,12,201,nan;Aymen Hassan Al-Sayrafi,9,239,nan;Mohamed Rashid A. Ebrahim,3,299,nan"
The Bahamas,11696.51,na
Bosnia and Herzegovina,,na
Belarus,,na
Belize,2988.6,na
Bermuda,26841.52,na
Bolivia,685.94,na
Brazil,3065.24,"Carlos Gustavo T. de A. Moreira,37,13,Gold medal;Marco Antonio Meggiolaro,20,96,Bronze medal;Júlio Cesar de Souza Rebelo,18,116,Bronze medal;Luciano Guimarães Monteiro de Castro,13,184,nan;Andre Antunes Nogueira da Silva,7,266,nan;Luciano Irineu de Castro Filho,7,266,nan"
Barbados,7772.81,na
Brunei Darussalam,13440.67,na
Bhutan,515.3,na
Botswana,2825.72,na
Central African Republic,512.85,na
Canada,21525.86,"Danny Brown,32,29,Silver medal;Ian Goldberg,29,37,Silver medal;Jeffrey Grossman,28,44,Silver medal;Etsuko Amano,20,96,Bronze medal;Andrew Chow,15,156,Honourable mention;Hugh Thomas,15,156,Honourable mention"
Central Europe and the Baltics,2305.72,na
Switzerland,39574.54,na
Channel Islands,,na
Chile,2483.56,na
China,347.58,"Jianhua Wang,42,1,Gold medal;Tong Zhou,42,1,Gold medal;Song Wang,41,5,Gold medal;Jialian Yu,36,14,Gold medal;Zhaohui Zhang,36,14,Gold medal;Chao Ku,33,24,Silver medal"
Ivory Coast,906.41,na
Cameroon,1077.33,na
Democratic Republic of the Congo,259.24,na
"Congo, Rep.",1173.26,na
Colombia,1467.55,"Juan Camilo Gomez,23,71,Silver medal;Diego Jara,21,90,Bronze medal;Carlos Thompson,21,90,Bronze medal;Madronero Javier,9,239,nan;Juan Carlos Vera,9,239,nan;Juan Carlos Rivera,5,280,nan"
Comoros,996.53,na
Cabo Verde,841.81,na
Costa Rica,1808.5,na
Caribbean small states,2995.34,na
Cuba,2695.61,"Rolando Uranga Piña,16,139,Bronze medal;Mijail Borges Quintana,13,184,nan;Guido Jorge Castro Odio,11,216,Honourable mention;Julio Cesar Exposito Garcia,10,225,nan;Alien Herrera Torres,10,225,nan;Li-Vang Lozada Chang,7,266,nan"
Curacao,,na
Cayman Islands,,na
Cyprus,9641.58,"Giorgos Zacharia,19,106,Bronze medal;Panayiotis Georgiou,10,225,nan;Nicolaos Toumbas,9,239,nan;Miltos Kambourides,8,257,nan"
Czechia,3941.5,na
Germany,22303.96,"Thomas Mautsch,33,24,Silver medal;Jan Hendrik Schmidt,31,32,Silver medal;Jan Fricke,30,35,Silver medal;Torsten Ehrhardt,27,46,Silver medal;Bodo Laß,26,50,Silver medal;Ingrid Voigt,25,56,Silver medal;Astrid Mirle,22,80,Bronze medal;Rüdiger Belch,21,90,Bronze medal;Thomas Gleim,21,90,Bronze medal;Jan Kneißler,21,90,Bronze medal;Markus Oswald,21,90,Bronze medal;Markus Bisanz,18,116,Bronze medal"
Djibouti,783.7,na
Dominica,2899.06,na
Denmark,26891.45,na
Dominican Republic,992.24,na
Algeria,2431.55,"Samir Aitarane,14,171,nan;Sabri Liabes,6,276,nan;Djilali Behloul,5,280,nan;Amdjad Zabian,4,295,nan"
Ecuador,1458.33,na
Egypt,751.19,na
Eritrea,,na
Spain,13804.88,"Daniel Lasaosa Medarde,15,156,nan;Enrique Garcia Lopez,14,171,nan;Francisco M. Ogando Serrano,14,171,nan;Marco Castrillon Lopez,13,184,nan;Javier Arregui Garcia,12,201,nan;Jose Javier Villalmanzo Manrique,4,295,nan"
Estonia,,na
Ethiopia,254.3,na
European Union,15459.5,na
Finland,28364.65,"Kimmo Uutela,18,116,Bronze medal;Mika Seppä,13,184,nan;Jukka Kohonen,12,201,Honourable mention;Jari Lappalainen,9,239,nan;Jaakko Ruohonen,5,280,nan;Janne Peltonen,2,302,nan"
Fiji,1713.18,na
France,21865.56,"Vincent Lafforgue,42,1,Gold medal;Pierre Casevitz,36,14,Gold medal;Cedric Peschard,34,21,Gold medal;Franck Latremoliere,28,44,Silver medal;Xavier Gabain,15,156,Honourable mention;Guillaume Texier,13,184,nan"
Faroe Islands,20236.43,na
"Micronesia, Fed. Sts.",1492.86,na
Gabon,6055.06,na
United Kingdom,19095.47,"Oliver Maxim Riordan,40,6,Gold medal;Vin de Silva,39,9,Gold medal;Amites Sarkar,19,106,Bronze medal;Michael Fryers,18,116,Bronze medal;Alan Iwi,13,184,Honourable mention;Thomas Leinster,12,201,nan"
Georgia,1561.85,na
Ghana,381.25,na
Gibraltar,,na
Guinea,419.69,na
"Gambia, The",304.71,na
Guinea-Bissau,250.59,na
Equatorial Guinea,240.83,na
Greece,9600.19,"Andreas Argiriou,16,139,Bronze medal;Christos Adamaras,15,156,Honourable mention;Evgeniou Theodoros,12,201,nan;Dimitrios Dimopoulos,9,239,nan;Aikaterini Terzoudi,5,280,nan;Ekaterini Varsou,5,280,nan"
Grenada,2807.75,na
Greenland,18326.93,na
Guatemala,845.31,na
Guam,,na
Guyana,530.82,na
High income,18529.02,na
"Hong Kong SAR, China",13485.63,na
Honduras,974.23,na
Heavily indebted poor countries (HIPC),458.0,na
Croatia,,na
Haiti,447.1,na
Hungary,,"Gyula Lakos,34,21,Gold medal;János Csirik,33,24,Silver medal;József Balogh,29,37,Silver medal;Tamás Hausel,24,63,Silver medal;Attila Kondacs,22,80,Bronze medal;Gergely Harcos,20,96,Bronze medal"
IBRD only,1057.11,na
IDA & IBRD total,934.29,na
IDA total,444.6,na
IDA blend,514.3,na
Indonesia,582.68,"Nur Aditya Buana,10,225,nan;Welni Hendra,9,239,nan;Ivo ?,8,257,nan;Tomy Kusnadi,6,276,nan;Kris Pujianto,5,280,nan;Christianto Wibowo,2,302,nan"
IDA only,412.62,na
Isle of Man,,na
India,368.75,"Rina Panigrahy,38,11,Gold medal;B. Prakash,25,56,Silver medal;Moses Samson Charikar,20,96,Bronze medal;Desikan Pavankumar,17,131,Bronze medal;Arvind Rajaraman,12,201,nan;Himanshu Nautiyal,4,295,nan"
Not classified,,na
Ireland,14031.3,"Andrew David McMurry,16,139,Bronze medal;Cian Sean Dorr,15,156,nan;Julian Norman McCrae,13,184,nan;Aidan Hollinshead,11,216,nan;David James Galvin,9,239,nan;Patrick James Connoll,1,308,nan"
"Iran, Islamic Rep.",2237.05,na
Iraq,10216.57,na
Iceland,25384.92,"Frosti Pétursson,20,96,Bronze medal;Ólafur Örn Jónsson,5,280,nan;Birgir Örn Arnarson,5,280,nan"
Israel,,"Yizhak Peer,31,32,Silver medal;Aharon Miller,19,106,Bronze medal;Sefi Ladkani,18,116,Bronze medal;Guy Mayraz,16,139,Bronze medal;Uri Bader,8,257,nan;Roy Wagner,3,299,nan"
Italy,20825.78,"Sergio Conti,36,14,Gold medal;Alessandro D'Andrea,23,71,Silver medal;Roberto Avanzi,22,80,Bronze medal;Ludovico Pernazza,17,131,Bronze medal;Andrea Sodomaco,17,131,Bronze medal;Lorenzo Cornalba,16,139,Bronze medal"
Jamaica,1919.8,na
Jordan,1195.23,na
Japan,25801.4,"Yosuke Suma,27,46,Silver medal;Atsuo Yamauchi,25,56,Silver medal;Osamu Iyama,22,80,Bronze medal;Tomoyuki Katsumata,14,171,nan;Kenichi Kono,10,225,nan;Atsushi Kitaueda,9,239,nan"
Kazakhstan,1647.42,na
Kenya,370.1,na
Kyrgyz Republic,609.17,na
Cambodia,,na
Kiribati,571.5,na
St. Kitts and Nevis,5346.47,na
South Korea,6610.0,na
Kuwait,11002.07,"Abdul-Rahman Ahmad,17,131,Bronze medal;Danah Al-Mulla,15,156,nan;Qais Al-Bassam,13,184,Honourable mention;Shaima Al-Ghunaim,8,257,nan"
Lao PDR,200.62,na
Lebanon,789.85,na
Liberia,,na
Libya,6821.87,na
St. Lucia,4073.26,na
Latin America & Caribbean,2670.52,na
Sri Lanka,466.9,na
Lesotho,331.52,na
Late-demographic dividend,1119.03,na
Lithuania,,na
Latvia,,na
"Macao SAR, China",9269.65,na
St. Martin (French part),,na
Morocco,1219.42,"Youssef El Hajjam,29,37,Silver medal;Belekira Hamid,15,156,nan;Youssfi Chrif,10,225,nan;Bennant Mohamed Karim,9,239,nan;Jbira Arouggou,8,257,nan"
Moldova,,na
Madagascar,330.84,na
Maldives,955.93,na
Middle East & North Africa,3161.38,na
Mexico,3196.92,"Blas René Treviño Tijerina,19,106,Bronze medal;Raúl Segura Acevedo,14,171,Honourable mention;Eduardo Dueñez Guzmán,12,201,Honourable mention;Christian Lelong Imaz,9,239,nan;Luis Fernando Rodríguez Acosta,9,239,nan;Gabriel López Walle,6,276,nan"
Marshall Islands,1704.26,na
Middle income,937.46,na
North Macedonia,2299.04,na
Mali,299.82,na
Malta,7191.92,na
Myanmar,52.75,na
Middle East & North Africa (excluding high income),2221.71,na
Montenegro,,na
Mongolia,1184.76,"Purebbajar Thengel,14,171,nan;Batniam Baatarjab,13,184,Honourable mention;Dorjsuren Baramsai,11,216,Honourable mention;Zorigt Ulzibat,8,257,Honourable mention;Hashbajar Dashseren,6,276,nan;Zorigt Gombosuren,2,302,nan"
Northern Mariana Islands,,na
Mozambique,,na
Mauritania,751.19,na
Mauritius,2506.18,na
Malawi,286.92,na
Malaysia,2513.24,na
North America,23653.35,na
Namibia,2037.91,na
New Caledonia,14800.79,na
Niger,419.6,na
Nigeria,567.52,na
Nicaragua,238.77,na
Netherlands,21290.86,"Ronald de Man,24,63,Silver medal;Melvin Koppens,18,116,Bronze medal;René Sitters,16,139,Bronze medal;Raimondo Eggink,13,184,Honourable mention;Quintijn Puite,10,225,Honourable mention;Erjen Lefeber,9,239,nan"
Norway,28242.98,"Jan Kristian Haugland,27,46,Silver medal;Oddvar Kloster,25,56,Silver medal;Morten Kloster,24,63,Silver medal;Jorgen Lorentz,16,139,Bronze medal;Dag Madsen,13,184,nan;Sigurd Lovseth,7,266,nan"
Nepal,184.92,na
Nauru,,na
New Zealand,13663.02,"Timothy Sturge,20,96,Bronze medal;Christopher Tuffley,16,139,Bronze medal;Diane Maclagan,15,156,nan;Philip Vialoux,12,201,Honourable mention;Michael Burns,11,216,nan;Philip Saysell,9,239,Honourable mention"
OECD members,17067.91,na
Oman,6475.42,na
Other small states,3059.14,na
Pakistan,346.67,na
Panama,2626.14,na
Peru,1194.55,na
Philippines,820.49,"Wyant S. Chan,16,139,Bronze medal;Jonathan Sy,8,257,nan;Michael Garcia,7,266,nan;Eric Angelo Franco,5,280,nan;Noel Patron,5,280,nan;Sherwin Tobibio,5,280,nan"
Palau,,na
Papua New Guinea,833.05,na
Poland,1731.21,"Grzegorz Zwara,31,32,Silver medal;Michał Rams,29,37,Silver medal;Andrzej Kondracki,16,139,Bronze medal;Andrzej Kosiński,13,184,Honourable mention;Krzysztof Frączek,10,225,Honourable mention;Piotr Kot,7,266,nan"
Pre-demographic dividend,975.0,na
Puerto Rico,8652.51,na
"Korea, Dem. People's Rep.",,na
Portugal,7884.62,"José Pedro Fernandes da Silva Coelho,12,201,nan;Diogo Luis Aguiar Gomes Castro Vasconcelos,10,225,nan;Francisco Pedro Pereira,8,257,nan;Antonio Manuel Serra,7,266,nan;João Filipe Sousa,5,280,nan;Tiago Paula Nogueira Marques,2,302,nan"
Paraguay,1431.84,na
West Bank and Gaza,,na
Pacific island small states,1325.66,na
Post-demographic dividend,19101.79,na
French Polynesia,15728.72,na
Qatar,16664.83,na
Romania,1648.49,"Teodor Bănică,36,14,Gold medal;Florin Belgun,34,21,Gold medal;Sergiu Moroianu,32,29,Silver medal;Dragoş Iftimie,29,37,Silver medal;Marius Crainic,22,80,Bronze medal;Alexandru Dan Ionescu,18,116,Bronze medal"
Russia,3494.06,"Evgenia Malinnikova,42,1,Gold medal;Alexander Perlin,40,6,Gold medal;Alexandr Stoyauovski,40,6,Gold medal;Georgi Aleramov,27,46,Silver medal;Ivan Solovyov,25,56,Silver medal;Vladimir Baranovski,19,106,Bronze medal"
Rwanda,348.39,na
Saudi Arabia,7349.7,na
Sudan,1301.82,na
Senegal,980.75,na
Singapore,11861.76,"Chong Hui Tan,18,116,Bronze medal;Li Woon Lim,17,131,Bronze medal;Zihuai Jin,15,156,Honourable mention;Changkai Yu,15,156,Honourable mention;Ziwei Lin,14,171,nan;Han Yin Hsi,14,171,nan"
Solomon Islands,662.85,na
Sierra Leone,150.19,na
El Salvador,897.59,na
San Marino,,na
Somalia,131.02,na
Serbia,,na
Sub-Saharan Africa (excluding high income),725.31,na
South Sudan,,na
Sub-Saharan Africa,725.97,na
Small states,2921.33,na
Sao Tome and Principe,,na
Suriname,940.99,na
Slovak Republic,2405.54,na
Slovenia,,na
Sweden,30593.67,"Peter Grenholm,23,71,Silver medal;Peter Österlund,19,106,Bronze medal;Andreas Strömbergsson,17,131,Bronze medal;Fredrik Andréasson,12,201,nan;Gunnar Andersson,10,225,nan;Frank Wikström,10,225,nan"
Eswatini,1305.25,na
Sint Maarten (Dutch part),,na
Seychelles,5642.07,na
Syrian Arab Republic,1926.38,na
Turks and Caicos Islands,,na
Chad,298.37,na
Togo,420.14,na
Thailand,1545.28,"Paisan Nakmahachalasint,20,96,Bronze medal;Sirote Sookprem,16,139,Bronze medal;Siripong Atipan,11,216,Honourable mention;Soontorn Oraintara,11,216,Honourable mention;Jen Jootar,9,239,nan;Thunyachate Ekvetchavit,8,257,nan"
Tajikistan,485.32,na
Turkmenistan,806.39,na
Timor-Leste,,na
Tonga,1150.28,na
Trinidad and Tobago,4001.52,na
Tunisia,1456.22,"Latirr Chiraz,25,56,Silver medal;Ben Hamed Suliane,18,116,Bronze medal;Dammak Hela,7,266,nan;Chrabekh Ouahid,5,280,nan"
Turkiye,2773.27,na
Tuvalu,961.09,na
Tanzania,167.14,na
Uganda,244.75,na
Ukraine,1532.5,na
Upper middle income,1313.12,na
Uruguay,2983.24,na
United States of America,23888.6,"Kiran Kedlaya,39,9,Gold medal;Jeffrey M. Vanderkam,35,20,Gold medal;Royce Peng,33,24,Silver medal;Avinoam Freedman,32,29,Silver medal;Joel Rosenberg,23,71,Silver medal;Timothy Kokesh,12,201,nan"
Uzbekistan,651.42,na
St. Vincent and the Grenadines,2136.84,na
"Venezuela, RB",2461.04,na
British Virgin Islands,,na
Virgin Islands (U.S.),,na
Viet Nam,96.72,na
Vanuatu,1119.28,na
Samoa,747.78,na
Kosovo,,na
"Yemen, Rep.",945.32,na
South Africa,3160.88,na
Zambia,427.41,na
Zimbabwe,868.49,na
